step,reward,confidence_level,fatigue_level,current_mode,predicted_confidence,confidence_error_history,mode_error_history
45,1.0,0.5714361,0.63150835,exploration,0.0,0.0,0.0
46,1.0,0.57303447,0.6309318,exploration,0.0,0.0,0.0
47,1.0,0.5746387,0.6303505,exploration,0.0,0.0,0.0
48,1.0,0.5762489,0.6297642,exploration,0.0,0.0,0.0
49,1.0,0.57786494,0.62917286,exploration,0.0,0.0,0.0
50,1.0,0.579487,0.62857616,exploration,0.0,0.0,0.0
51,1.0,0.5811152,0.62797415,exploration,0.0,0.0,0.0
52,1.0,0.58274937,0.6273666,exploration,0.0,0.0,0.0
53,1.0,0.5843897,0.6267534,exploration,0.0,0.0,0.0
54,1.0,0.5860362,0.6261343,exploration,0.0,0.0,0.0
55,1.0,0.5876888,0.6255093,exploration,0.0,0.0,0.0
56,1.0,0.58934766,0.6248782,exploration,0.0,0.0,0.0
57,1.0,0.5910128,0.62424093,exploration,0.0,0.0,0.0
58,1.0,0.5926841,0.62359726,exploration,0.0,0.0,0.0
59,1.0,0.59436166,0.6229471,exploration,0.0,0.0,0.0
60,1.0,0.5960455,0.6222903,exploration,0.0,0.0,0.0
61,1.0,0.59773564,0.62162673,exploration,0.0,0.0,0.0
62,1.0,0.5994321,0.6209562,exploration,0.0,0.0,0.0
63,1.0,0.6011349,0.62027866,exploration,0.0,0.0,0.0
64,1.0,0.60284394,0.6195939,exploration,0.0,0.0,0.0
65,1.0,0.6045593,0.61890185,exploration,0.0,0.0,0.0
66,1.0,0.6062809,0.61820227,exploration,0.0,0.0,0.0
67,1.0,0.60800886,0.6174952,exploration,0.0,0.0,0.0
68,1.0,0.60974306,0.6167803,exploration,0.0,0.0,0.0
69,1.0,0.6114835,0.6160576,exploration,0.0,0.0,0.0
70,1.0,0.6132302,0.61532676,exploration,0.0,0.0,0.0
71,1.0,0.6149831,0.6145879,exploration,0.0,0.0,0.0
72,1.0,0.61674213,0.6138407,exploration,0.0,0.0,0.0
73,1.0,0.6185073,0.6130851,exploration,0.0,0.0,0.0
74,1.0,0.62027866,0.6123209,exploration,0.0,0.0,0.0
75,1.0,0.622056,0.611548,exploration,0.0,0.0,0.0
76,1.0,0.62383944,0.61076635,exploration,0.0,0.0,0.0
77,1.0,0.62562877,0.60997564,exploration,0.0,0.0,0.0
78,1.0,0.62742406,0.6091758,exploration,0.0,0.0,0.0
79,1.0,0.62922525,0.6083668,exploration,0.0,0.0,0.0
80,1.0,0.6310321,0.6075483,exploration,0.0,0.0,0.0
81,1.0,0.63284487,0.6067204,exploration,0.0,0.0,0.0
82,1.0,0.63466316,0.60588276,exploration,0.0,0.0,0.0
83,1.0,0.6364872,0.60503536,exploration,0.0,0.0,0.0
84,1.0,0.6383166,0.604178,exploration,0.0,0.0,0.0
85,1.0,0.6401515,0.6033106,exploration,0.0,0.0,0.0
86,1.0,0.64199173,0.60243297,exploration,0.0,0.0,0.0
87,1.0,0.6438373,0.6015449,exploration,0.0,0.0,0.0
88,1.0,0.64568794,0.6006465,exploration,0.0,0.0,0.0
89,1.0,0.6475437,0.59973747,exploration,0.0,0.0,0.0
90,1.0,0.64940447,0.59881765,exploration,0.0,0.0,0.0
91,1.0,0.65127003,0.5978869,exploration,0.0,0.0,0.0
92,1.0,0.65314037,0.59694517,exploration,0.0,0.0,0.0
93,1.0,0.6550154,0.5959924,exploration,0.0,0.0,0.0
94,1.0,0.656895,0.59502816,exploration,0.0,0.0,0.0
95,1.0,0.6587789,0.5940526,exploration,0.0,0.0,0.0
96,1.0,0.6606671,0.5930655,exploration,0.0,0.0,0.0
97,1.0,0.6625595,0.5920667,exploration,0.0,0.0,0.0
98,1.0,0.66445595,0.5910561,exploration,0.0,0.0,0.0
99,1.0,0.6663562,0.59003353,exploration,0.0,0.0,0.0
100,1.0,0.6682603,0.588999,exploration,0.0,0.0,0.0
101,1.0,0.670168,0.58795214,exploration,0.0,0.0,0.0
102,1.0,0.67207915,0.5868931,exploration,0.0,0.0,0.0
103,1.0,0.6739936,0.58582145,exploration,0.0,0.0,0.0
104,1.0,0.6759112,0.5847373,exploration,0.0,0.0,0.0
105,1.0,0.6778319,0.58364046,exploration,0.0,0.0,0.0
106,1.0,0.67975533,0.5825308,exploration,0.0,0.0,0.0
107,1.0,0.68168926,0.5814608,exploration,0.0,0.0,0.0
108,1.0,0.6836316,0.5804154,exploration,0.0,0.0,0.0
109,1.0,0.6855767,0.57935715,exploration,0.0,0.0,0.0
110,1.0,0.687524,0.57828546,exploration,0.0,0.0,0.0
111,1.0,0.68947345,0.57720023,exploration,0.0,0.0,0.0
112,1.0,0.6914247,0.5761015,exploration,0.0,0.0,0.0
113,1.0,0.6933777,0.5749892,exploration,0.0,0.0,0.0
114,1.0,0.6953321,0.5738633,exploration,0.0,0.0,0.0
115,1.0,0.6972878,0.5727239,exploration,0.0,0.0,0.0
116,1.0,0.6992447,0.5715708,exploration,0.0,0.0,0.0
117,1.0,0.7012024,0.5704041,exploration,0.0,0.0,0.0
118,1.0,0.7031607,0.5692237,exploration,0.0,0.0,0.0
119,1.0,0.7051196,0.56802964,exploration,0.0,0.0,0.0
120,1.0,0.7070787,0.5668218,exploration,0.0,0.0,0.0
121,1.0,0.70903796,0.5656003,exploration,0.0,0.0,0.0
122,1.0,0.7109971,0.564365,exploration,0.0,0.0,0.0
123,1.0,0.7129558,0.56311595,exploration,0.0,0.0,0.0
124,1.0,0.71491396,0.56185305,exploration,0.0,0.0,0.0
125,1.0,0.7168714,0.5605764,exploration,0.0,0.0,0.0
126,1.0,0.71882784,0.5592859,exploration,0.0,0.0,0.0
127,1.0,0.7207831,0.5579815,exploration,0.0,0.0,0.0
128,1.0,0.7227369,0.5566632,exploration,0.0,0.0,0.0
129,1.0,0.7246892,0.5553312,exploration,0.0,0.0,0.0
130,1.0,0.72663957,0.5539851,exploration,0.0,0.0,0.0
131,1.0,0.72859734,0.5526492,exploration,0.0,0.0,0.0
132,1.0,0.7306017,0.55142325,exploration,0.0,0.0,0.0
133,1.0,0.7325791,0.5501107,exploration,0.0,0.0,0.0
134,1.0,0.73453945,0.54875183,exploration,0.0,0.0,0.0
135,1.0,0.73649454,0.5473752,exploration,0.0,0.0,0.0
136,1.0,0.7384569,0.5460108,exploration,0.0,0.0,0.0
137,1.0,0.74043614,0.5446801,exploration,0.0,0.0,0.0
138,1.0,0.74243504,0.54338723,exploration,0.0,0.0,0.0
139,1.0,0.74444973,0.542119,exploration,0.0,0.0,0.0
140,1.0,0.74647397,0.5408585,exploration,0.0,0.0,0.0
141,1.0,0.74850404,0.5395963,exploration,0.0,0.0,0.0
142,1.0,0.7505386,0.53832954,exploration,0.0,0.0,0.0
143,1.0,0.75257754,0.5370572,exploration,0.0,0.0,0.0
144,1.0,0.7546207,0.53577864,exploration,0.0,0.0,0.0
145,1.0,0.7566676,0.534493,exploration,0.0,0.0,0.0
146,1.0,0.75871813,0.5331994,exploration,0.0,0.0,0.0
147,1.0,0.7607717,0.53189695,exploration,0.0,0.0,0.0
148,1.0,0.76282793,0.5305847,exploration,0.0,0.0,0.0
149,1.0,0.7648863,0.5292617,exploration,0.0,0.0,0.0
150,1.0,0.76694643,0.5279273,exploration,0.0,0.0,0.0
151,1.0,0.76900774,0.5265804,exploration,0.0,0.0,0.0
152,1.0,0.77106977,0.5252204,exploration,0.0,0.0,0.0
153,1.0,0.77313185,0.5238465,exploration,0.0,0.0,0.0
154,1.0,0.77519363,0.5224581,exploration,0.0,0.0,0.0
155,1.0,0.7772546,0.5210544,exploration,0.0,0.0,0.0
156,1.0,0.77931416,0.5196349,exploration,0.0,0.0,0.0
157,1.0,0.781372,0.518199,exploration,0.0,0.0,0.0
158,1.0,0.78342736,0.51674616,exploration,0.0,0.0,0.0
159,1.0,0.7854799,0.51527584,exploration,0.0,0.0,0.0
160,1.0,0.7875291,0.51378757,exploration,0.0,0.0,0.0
161,1.0,0.78957444,0.51228094,exploration,0.0,0.0,0.0
162,1.0,0.7916154,0.5107556,exploration,0.0,0.0,0.0
163,1.0,0.7936517,0.5092111,exploration,0.0,0.0,0.0
164,1.0,0.7956826,0.5076472,exploration,0.0,0.0,0.0
165,1.0,0.79770786,0.5060636,exploration,0.0,0.0,0.0
166,1.0,0.7997268,0.50446,exploration,0.0,0.0,0.0
167,1.0,0.8017392,0.5028361,exploration,0.0,0.0,0.0
168,1.0,0.8037445,0.5011919,exploration,0.0,0.0,0.0
169,1.0,0.8057423,0.4995272,exploration,0.0,0.0,0.0
170,1.0,0.80773216,0.49784178,exploration,0.0,0.0,0.0
171,1.0,0.8097136,0.4961357,exploration,0.0,0.0,0.0
172,1.0,0.81168646,0.4944088,exploration,0.0,0.0,0.0
173,1.0,0.8136501,0.49266112,exploration,0.0,0.0,0.0
174,1.0,0.81560427,0.4908926,exploration,0.0,0.0,0.0
175,1.0,0.81754845,0.48910332,exploration,0.0,0.0,0.0
176,1.0,0.8194825,0.4872933,exploration,0.0,0.0,0.0
177,1.0,0.82140595,0.48546264,exploration,0.0,0.0,0.0
178,1.0,0.8233184,0.4836115,exploration,0.0,0.0,0.0
179,1.0,0.8252197,0.48173988,exploration,0.0,0.0,0.0
180,1.0,0.8271094,0.47984806,exploration,0.0,0.0,0.0
181,1.0,0.82898724,0.4779362,exploration,0.0,0.0,0.0
182,1.0,0.83085287,0.4760044,exploration,0.0,0.0,0.0
183,1.0,0.8327061,0.47405285,exploration,0.0,0.0,0.0
184,1.0,0.8345466,0.47208178,exploration,0.0,0.0,0.0
185,1.0,0.8363741,0.47009155,exploration,0.0,0.0,0.0
186,1.0,0.8381884,0.4680823,exploration,0.0,0.0,0.0
187,1.0,0.8399893,0.4660543,exploration,0.0,0.0,0.0
188,1.0,0.8417765,0.46400782,exploration,0.0,0.0,0.0
189,1.0,0.84354985,0.46194318,exploration,0.0,0.0,0.0
190,1.0,0.8453091,0.45986062,exploration,0.0,0.0,0.0
191,1.0,0.847054,0.45776042,exploration,0.0,0.0,0.0
192,1.0,0.84878445,0.45564303,exploration,0.0,0.0,0.0
193,1.0,0.85050035,0.45350868,exploration,0.0,0.0,0.0
194,1.0,0.8522014,0.45135763,exploration,0.0,0.0,0.0
195,1.0,0.8538875,0.44919038,exploration,0.0,0.0,0.0
196,1.0,0.85555863,0.44700718,exploration,0.0,0.0,0.0
197,1.0,0.8572146,0.44480842,exploration,0.0,0.0,0.0
198,1.0,0.8588552,0.44259438,exploration,0.0,0.0,0.0
199,1.0,0.86048037,0.44036555,exploration,0.0,0.0,0.0
200,1.0,0.8620902,0.43812218,exploration,0.0,0.0,0.0
201,1.0,0.8636843,0.43586478,exploration,0.0,0.0,0.0
202,1.0,0.86526275,0.43359357,exploration,0.0,0.0,0.0
203,1.0,0.8668255,0.43130907,exploration,0.0,0.0,0.0
204,1.0,0.8683726,0.42901164,exploration,0.0,0.0,0.0
205,1.0,0.86990386,0.42670166,exploration,0.0,0.0,0.0
206,1.0,0.87141913,0.42437953,exploration,0.0,0.0,0.0
207,1.0,0.87291867,0.42204565,exploration,0.0,0.0,0.0
208,1.0,0.8744023,0.41970047,exploration,0.0,0.0,0.0
209,1.0,0.87587,0.41734433,exploration,0.0,0.0,0.0
210,1.0,0.8773219,0.41497773,exploration,0.0,0.0,0.0
211,1.0,0.87875783,0.41260102,exploration,0.0,0.0,0.0
212,1.0,0.88017786,0.4102146,exploration,0.0,0.0,0.0
213,1.0,0.8815821,0.40781897,exploration,0.0,0.0,0.0
214,1.0,0.88297045,0.4054145,exploration,0.0,0.0,0.0
215,1.0,0.8843431,0.40300155,exploration,0.0,0.0,0.0
216,1.0,0.88570005,0.40058067,exploration,0.0,0.0,0.0
217,1.0,0.8870413,0.3981522,exploration,0.0,0.0,0.0
218,1.0,0.8883668,0.3957166,exploration,0.0,0.0,0.0
219,1.0,0.8896768,0.3932743,exploration,0.0,0.0,0.0
220,1.0,0.8909714,0.39082575,exploration,0.0,0.0,0.0
221,1.0,0.8922505,0.38837126,exploration,0.0,0.0,0.0
222,1.0,0.8935143,0.38591138,exploitation,0.0,0.0,0.0
223,1.0,0.88485765,0.37896827,exploration,0.0,0.0,0.0
224,1.0,0.895137,0.38222778,exploitation,0.0,0.0,0.0
225,1.0,0.887763,0.37515524,exploration,0.0,0.0,0.0
226,1.0,0.8976078,0.3785535,exploitation,0.0,0.0,0.0
227,1.0,0.8907614,0.37187687,exploration,0.0,0.0,0.0
228,1.0,0.9000209,0.37546927,exploitation,0.0,0.0,0.0
229,1.0,0.89374495,0.36907732,exploitation,0.0,0.0,0.0
230,1.0,0.89450604,0.36855647,exploitation,0.0,0.0,0.0
231,1.0,0.89600456,0.3677453,exploitation,0.0,0.0,0.0
232,1.0,0.8975415,0.36713663,exploitation,0.0,0.0,0.0
233,1.0,0.899075,0.36675566,exploitation,0.0,0.0,0.0
234,1.0,0.900599,0.36658445,exploitation,0.0,0.0,0.0
235,1.0,0.90211,0.3666051,exploitation,0.0,0.0,0.0
236,1.0,0.9036054,0.3668014,exploitation,0.0,0.0,0.0
237,1.0,0.905083,0.36715907,exploitation,0.0,0.0,0.0
238,1.0,0.90654147,0.36766532,exploitation,0.0,0.0,0.0
239,1.0,0.9079795,0.36830878,exploitation,0.0,0.0,0.0
240,1.0,0.90939623,0.36907914,exploitation,0.0,0.0,0.0
241,1.0,0.91079116,0.36996746,exploitation,0.0,0.0,0.0
242,1.0,0.9121639,0.3709655,exploitation,0.0,0.0,0.0
243,1.0,0.91351426,0.37206608,exploitation,0.0,0.0,0.0
244,1.0,0.9148423,0.37326258,exploitation,0.0,0.0,0.0
245,1.0,0.9161478,0.37454927,exploitation,0.0,0.0,0.0
246,1.0,0.91743106,0.37592086,exploitation,0.0,0.0,0.0
247,1.0,0.91869223,0.37737274,exploitation,0.0,0.0,0.0
248,1.0,0.9199316,0.37890062,exploitation,0.0,0.0,0.0
249,1.0,0.9211494,0.38050082,exploitation,0.0,0.0,0.0
250,1.0,0.92234594,0.38216984,exploitation,0.0,0.0,0.0
251,1.0,0.9235217,0.3839047,exploitation,0.0,0.0,0.0
252,1.0,0.92467684,0.38570264,exploitation,0.0,0.0,0.0
253,1.0,0.92581195,0.3875612,exploitation,0.0,0.0,0.0
254,1.0,0.9269272,0.38947812,exploitation,0.0,0.0,0.0
255,1.0,0.9280232,0.39145142,exploitation,0.0,0.0,0.0
256,1.0,0.92910033,0.3934792,exploitation,0.0,0.0,0.0
257,1.0,0.93015885,0.39555988,exploitation,0.0,0.0,0.0
258,1.0,0.9311994,0.39769194,exploitation,0.0,0.0,0.0
259,1.0,0.93222207,0.39987397,exploitation,0.0,0.0,0.0
260,1.0,0.9332275,0.40210477,exploitation,0.0,0.0,0.0
261,1.0,0.93421596,0.40438318,exploitation,0.0,0.0,0.0
262,1.0,0.93518776,0.40670815,exploitation,0.0,0.0,0.0
263,1.0,0.9361434,0.40907872,exploitation,0.0,0.0,0.0
264,1.0,0.93708324,0.411494,exploitation,0.0,0.0,0.0
265,1.0,0.93800765,0.41395313,exploitation,0.0,0.0,0.0
266,1.0,0.93891686,0.41645542,exploitation,0.0,0.0,0.0
267,1.0,0.9398113,0.4190001,exploitation,0.0,0.0,0.0
268,1.0,0.9406912,0.42158648,exploitation,0.0,0.0,0.0
269,1.0,0.9415571,0.4242139,exploitation,0.0,0.0,0.0
270,1.0,0.94240916,0.4268818,exploitation,0.0,0.0,0.0
271,1.0,0.94324756,0.4295896,exploitation,0.0,0.0,0.0
272,1.0,0.9440729,0.4323367,exploitation,0.0,0.0,0.0
273,1.0,0.94488513,0.43512267,exploitation,0.0,0.0,0.0
274,1.0,0.9456849,0.43794683,exploitation,0.0,0.0,0.0
275,1.0,0.9464721,0.4408088,exploitation,0.0,0.0,0.0
276,1.0,0.9472473,0.443708,exploitation,0.0,0.0,0.0
277,1.0,0.94801056,0.44664398,exploitation,0.0,0.0,0.0
278,1.0,0.9487623,0.44961628,exploitation,0.0,0.0,0.0
279,1.0,0.9495025,0.45262444,exploitation,0.0,0.0,0.0
280,1.0,0.9502317,0.45566785,exploitation,0.0,0.0,0.0
281,1.0,0.95094985,0.45874614,exploitation,0.0,0.0,0.0
282,1.0,0.9516571,0.46185893,exploitation,0.0,0.0,0.0
283,1.0,0.9523526,0.46500623,exploitation,0.0,0.0,0.0
284,1.0,0.95303583,0.46818775,exploitation,0.0,0.0,0.0
285,1.0,0.9537065,0.4714034,exploitation,0.0,0.0,0.0
286,1.0,0.95436424,0.47465262,exploitation,0.0,0.0,0.0
287,1.0,0.955009,0.477935,exploitation,0.0,0.0,0.0
288,1.0,0.95564044,0.48125017,exploitation,0.0,0.0,0.0
289,1.0,0.9562588,0.4845973,exploitation,0.0,0.0,0.0
290,1.0,0.95686406,0.48797578,exploitation,0.0,0.0,0.0
291,1.0,0.9574563,0.49138486,exploitation,0.0,0.0,0.0
292,1.0,0.95803565,0.49482384,exploitation,0.0,0.0,0.0
293,1.0,0.9586024,0.49829197,exploitation,0.0,0.0,0.0
294,1.0,0.9591567,0.5017882,exploitation,0.0,0.0,0.0
295,1.0,0.9596989,0.50531185,exploitation,0.0,0.0,0.0
296,1.0,0.9602293,0.5088619,exploitation,0.0,0.0,0.0
297,1.0,0.960748,0.5124375,exploitation,0.0,0.0,0.0
298,1.0,0.96125543,0.5160377,exploitation,0.0,0.0,0.0
299,1.0,0.96175194,0.5196616,exploitation,0.0,0.0,0.0
300,1.0,0.9622378,0.52330816,exploitation,0.0,0.0,0.0
301,1.0,0.9627133,0.52697647,exploitation,0.0,0.0,0.0
302,1.0,0.96317875,0.5306655,exploitation,0.0,0.0,0.0
303,1.0,0.9636345,0.53437436,exploitation,0.0,0.0,0.0
304,1.0,0.9640809,0.53810203,exploitation,0.0,0.0,0.0
305,1.0,0.96451825,0.5418475,exploitation,0.0,0.0,0.0
306,1.0,0.9649468,0.54560983,exploitation,0.0,0.0,0.0
307,1.0,0.9653669,0.5493879,exploitation,0.0,0.0,0.0
308,1.0,0.9657787,0.55318093,exploitation,0.0,0.0,0.0
309,1.0,0.9661827,0.5569877,exploitation,0.0,0.0,0.0
310,1.0,0.96657896,0.5608074,exploitation,0.0,0.0,0.0
311,1.0,0.9669679,0.56463903,exploitation,0.0,0.0,0.0
312,1.0,0.9673496,0.5684815,exploitation,0.0,0.0,0.0
313,1.0,0.96772444,0.57233393,exploitation,0.0,0.0,0.0
314,1.0,0.9680926,0.5761953,exploitation,0.0,0.0,0.0
315,1.0,0.9684544,0.58006454,exploitation,0.0,0.0,0.0
316,1.0,0.96881,0.58394086,exploitation,0.0,0.0,0.0
317,1.0,0.9691594,0.58782315,exploitation,0.0,0.0,0.0
318,1.0,0.9695032,0.5917105,exploitation,0.0,0.0,0.0
319,1.0,0.96984124,0.595602,exploitation,0.0,0.0,0.0
320,1.0,0.97017384,0.5994965,exploitation,0.0,0.0,0.0
321,1.0,0.9705011,0.60339326,exploitation,0.0,0.0,0.0
322,1.0,0.9708232,0.6072912,exploitation,0.0,0.0,0.0
323,1.0,0.9711405,0.61118937,exploitation,0.0,0.0,0.0
324,1.0,0.97145283,0.6150869,exploration,0.0,0.0,0.0
325,1.0,0.9648819,0.6081876,exploitation,0.0,0.0,0.0
326,1.0,0.9716693,0.62172735,exploration,0.0,0.0,0.0
327,1.0,0.9654641,0.6137512,exploitation,0.0,0.0,0.0
328,1.0,0.97221565,0.62735015,exploration,0.0,0.0,0.0
329,1.0,0.9660163,0.61810696,exploration,0.0,0.0,0.0
330,1.0,0.96579605,0.6189367,exploration,0.0,0.0,0.0
331,1.0,0.9660004,0.61997235,exploration,0.0,0.0,0.0
332,1.0,0.96621764,0.62052184,exploration,0.0,0.0,0.0
333,1.0,0.9664188,0.62059593,exploration,0.0,0.0,0.0
334,1.0,0.96660376,0.620251,exploration,0.0,0.0,0.0
335,1.0,0.9667742,0.61953974,exploration,0.0,0.0,0.0
336,1.0,0.9669319,0.6185082,exploration,0.0,0.0,0.0
337,1.0,0.96707815,0.6171965,exploration,0.0,0.0,0.0
338,1.0,0.9672144,0.6156393,exploration,0.0,0.0,0.0
339,1.0,0.96734166,0.6138672,exploitation,0.0,0.0,0.0
340,1.0,0.9743294,0.62735486,exploration,0.0,0.0,0.0
341,1.0,0.96813273,0.61132985,exploitation,0.0,0.0,0.0
342,1.0,0.9745959,0.6245986,exploration,0.0,0.0,0.0
343,1.0,0.96838623,0.60851544,exploitation,0.0,0.0,0.0
344,1.0,0.97484326,0.6224868,exploration,0.0,0.0,0.0
345,1.0,0.9686515,0.6063542,exploitation,0.0,0.0,0.0
346,1.0,0.97510016,0.62091523,exploration,0.0,0.0,0.0
347,1.0,0.96892595,0.604703,exploitation,0.0,0.0,0.0
348,1.0,0.9753632,0.61975926,exploration,0.0,0.0,0.0
349,1.0,0.9692058,0.60344774,exploitation,0.0,0.0,0.0
350,1.0,0.97562927,0.6189224,exploration,0.0,0.0,0.0
351,1.0,0.9694883,0.60249966,exploitation,0.0,0.0,0.0
352,1.0,0.97589636,0.61833036,exploration,0.0,0.0,0.0
353,1.0,0.9697712,0.60178995,exploitation,0.0,0.0,0.0
354,1.0,0.9761627,0.6179256,exploration,0.0,0.0,0.0
355,1.0,0.970053,0.60126513,exploitation,0.0,0.0,0.0
356,1.0,0.97642684,0.6176637,exploration,0.0,0.0,0.0
357,1.0,0.9703325,0.6008837,exploitation,0.0,0.0,0.0
358,1.0,0.9766882,0.6175106,exploration,0.0,0.0,0.0
359,1.0,0.97061026,0.60068154,exploitation,0.0,0.0,0.0
360,1.0,0.976947,0.61744153,exploration,0.0,0.0,0.0
361,1.0,0.9708846,0.6005805,exploitation,0.0,0.0,0.0
362,1.0,0.9772017,0.61743426,exploration,0.0,0.0,0.0
363,1.0,0.97115433,0.60053486,exploitation,0.0,0.0,0.0
364,1.0,0.97745174,0.6174732,exploration,0.0,0.0,0.0
365,1.0,0.97141933,0.6005318,exploitation,0.0,0.0,0.0
366,1.0,0.977697,0.6175472,exploration,0.0,0.0,0.0
367,1.0,0.97167915,0.6005615,exploitation,0.0,0.0,0.0
368,1.0,0.97793716,0.6176476,exploration,0.0,0.0,0.0
369,1.0,0.971934,0.60061604,exploitation,0.0,0.0,0.0
370,1.0,0.9781723,0.61776793,exploration,0.0,0.0,0.0
371,1.0,0.9721839,0.60068965,exploitation,0.0,0.0,0.0
372,1.0,0.9784025,0.61790293,exploration,0.0,0.0,0.0
373,1.0,0.9724286,0.60077757,exploitation,0.0,0.0,0.0
374,1.0,0.9786276,0.61804885,exploration,0.0,0.0,0.0
375,1.0,0.97266847,0.6008762,exploitation,0.0,0.0,0.0
376,1.0,0.9788479,0.61820245,exploration,0.0,0.0,0.0
377,1.0,0.97290343,0.6009828,exploitation,0.0,0.0,0.0
378,1.0,0.97906333,0.6183616,exploration,0.0,0.0,0.0
379,1.0,0.9731337,0.60109526,exploitation,0.0,0.0,0.0
380,1.0,0.9792741,0.6185244,exploration,0.0,0.0,0.0
381,1.0,0.9733593,0.6012118,exploitation,0.0,0.0,0.0
382,1.0,0.97948027,0.6186895,exploration,0.0,0.0,0.0
383,1.0,0.97358024,0.60133123,exploitation,0.0,0.0,0.0
384,1.0,0.97968197,0.6188559,exploration,0.0,0.0,0.0
385,1.0,0.9737969,0.6014525,exploitation,0.0,0.0,0.0
386,1.0,0.9798794,0.6190228,exploration,0.0,0.0,0.0
387,1.0,0.9740093,0.6015749,exploitation,0.0,0.0,0.0
388,1.0,0.9800725,0.61918956,exploration,0.0,0.0,0.0
389,1.0,0.9742174,0.60169774,exploitation,0.0,0.0,0.0
390,1.0,0.98026145,0.6193558,exploration,0.0,0.0,0.0
391,1.0,0.97442144,0.60182077,exploitation,0.0,0.0,0.0
392,1.0,0.9804466,0.6195212,exploration,0.0,0.0,0.0
393,1.0,0.9746216,0.60194343,exploitation,0.0,0.0,0.0
394,1.0,0.98062783,0.6196853,exploration,0.0,0.0,0.0
395,1.0,0.974818,0.6020656,exploitation,0.0,0.0,0.0
396,1.0,0.9808053,0.6198482,exploration,0.0,0.0,0.0
397,1.0,0.9750107,0.6021871,exploitation,0.0,0.0,0.0
398,1.0,0.9809792,0.6200096,exploration,0.0,0.0,0.0
399,1.0,0.97519976,0.6023076,exploitation,0.0,0.0,0.0
400,1.0,0.9811497,0.62016934,exploration,0.0,0.0,0.0
401,1.0,0.97538537,0.60242724,exploitation,0.0,0.0,0.0
402,1.0,0.9813167,0.6203275,exploration,0.0,0.0,0.0
403,1.0,0.9755676,0.6025458,exploitation,0.0,0.0,0.0
404,1.0,0.9814804,0.62048393,exploration,0.0,0.0,0.0
405,1.0,0.9757465,0.60266334,exploitation,0.0,0.0,0.0
406,1.0,0.981641,0.6206386,exploration,0.0,0.0,0.0
